조식_밥,조식_국,조식_반찬,점심_밥,점심_국,점심_반찬,저녁_밥,저녁_국,저녁_반찬
소고기스프/쌀밥,미역국,양상추샐러드,비빔밥*약고추장,콩가루배춧국,열기어구이,쌀밥/잡곡밥,유부주머니된장국,돈육간장볶음
새알팥죽/쌀밥,두부새우젓국,양상추샐러드,쌀밥/잡곡밥,장각삼계탕,해물잡채,쌀밥/잡곡밥,매운계란파국,오리훈제마늘볶음
누룽지탕/쌀밥,떡국,양상추샐러드,쌀밥/잡곡밥,김치우동,수제돈가스*소스,쌀밥/잡곡밥,들깨시래기국,묵은지닭찜
누룽지탕/흑미밥,냉이된장국,버섯비엔나조림,쌀밥/흑미밥/찰현미밥,호박맑은국,돈육김치볶음,채소볶음밥&자장소스,고기짬뽕국,해물누룽지
홍합죽/흑미밥,황태국,미나리나물,쌀밥/치자밥/찰현미밥,닭개장,양장피,흑미밥,부대찌개,생선까스*타르타르소스
양송이스프/흑미밥,소고기무국,연근땅콩조림,쌀밥/흑미밥/찰현미밥,아욱국,오리불고기,유부초밥,우동국물,열무비빔국수
참치채소죽/흑미밥,어묵매운국,숙주나물무침,쌀밥/병아리콩밥/찰현미밥,소고기미역국,깻잎통닭*치킨소스,흑미밥,나박물김치,매운사태찜
누룽지탕/흑미밥,고추장찌개,시래기조림,쌀밥/흑미밥/찰현미밥,해물수제비국,만가닥버섯불고기,흑미밥,만둣국,갈치무조림
누룽지탕/흑미밥,김치콩나물국,베이컨감자볶음,쌀밥/흑미밥/찰현미밥,황태미역국,안동찜닭,흑미밥,청국장찌개,섭산적고추장구이
버섯죽/흑미밥,유부장국,어묵고추장볶음,쌀밥/기장밥/찰현미밥,호박된장찌개,목살스테이크,우육비빔냉면,추가밥,사골파국
견과류죽/흑미밥,감자양파국,두부고기조림,쌀밥/흑미밥/찰현미밥,우거지국,삼겹살수육,흑미밥,참치파개장,오징어불고기
게살죽/흑미밥,대구매운탕,오이무침,낙지비빔밥*계란후라이,팽이장국,후라이드*강정소스,타워함박스테이크,크림스프/추가밥,알리오올리오파스타
누룽지탕/흑미밥,버섯맑은국,명엽채고추장볶음,쌀밥/흑미밥/찰현미밥,짜글이돼지찌개,새우까스*소스,흑미밥,짬뽕순두부찌개,꽁치양파조림
누룽지탕/흑미밥,우거지해장국,해물완자전*케찹,쌀밥/흑미밥/찰현미밥,김치두부국,오리대패불고기,흑미밥,꽃게탕,춘천닭갈비
소고기죽/흑미밥,오색떡국,어묵고추장무침,쌀밥/수수밥/찰현미밥,냉이된장국,돈갈비찜,흑미밥,계란파국,고구마치즈돈까스
녹두죽/흑미밥,근대국,버섯햄볶음,쌀밥/흑미밥/찰현미밥,맑은콩나물국,장어강정,오리훈제볶음밥,미소장국,샤워크림새우
단호박죽/흑미밥,북엇국,돈육장조림,쌀밥/검정콩밥/찰현미밥,건새우아욱국,쭈삼불고기,흑미밥,감자만두국,등심찹쌀꿔바로우
누룽지탕/흑미밥,순두부백탕,양념깻잎찜,쌀밥/흑미밥/찰현미밥,얼갈이된장국,닭다리바베큐오븐구이,폭탄주먹밥,꼬치어묵국,매운떡볶이
누룽지탕/흑미밥,매운콩나물국,멸치볶음,쌀밥/흑미밥/찰현미밥,뼈없는감자탕,생선까스&소스,카레라이스,우동국물,비빔채소만두
채소죽/흑미밥,시금치된장국,애호박건새우볶음,쌀밥/렌틸콩밥/찰현미밥,떡국,매운쇠고기버섯볶음,흑미밥,아욱국,묵은지닭볶음탕
잣죽/흑미밥,닭살해장국,가지양파무침,쌀밥/흑미밥/찰현미밥,북어채국,오징어볶음&소면사리,흑미밥,두부된장찌개,돈육고추장불고기
미역죽/흑미밥,옹심이만둣국,고들빼기무침,쌀밥/차조밥/찰현미밥,유부장국,바베큐폭립,흑미밥,소고기무국,삼치엿장구이
누룽지탕/흑미밥,순두부된장국,참치김치볶음,쌀밥/흑미밥/찰현미밥,동태탕,살살치킨&칠리소스,계란볶음밥,숙주고기짬뽕,고추잡채
흑임자죽/흑미밥,호박맑은국,통마늘너비아니조림,쌀밥/보리밥/찰현미밥,부대찌개,치즈닭갈비,쇠고기규동덮밥,미소장국,숯불양념꼬치어묵
낙지죽/흑미밥,우거지올갱이국,메추리알곤약조림,쌀밥/흑미밥/찰현미밥,맑은버섯육개장,매콤해물볶음,청양멸치주먹밥,유부우동국물,비빔칼국수
채소죽/흑미밥,북엇국,고기완자전*케찹,쌀밥/흑미밥/찰현미밥,순남시래기국,오리불고기,흑미밥,오징어무국,치킨까스*소스
누룽지탕/흑미밥,감자양파국,고사리들깨볶음,쌀밥/흑미밥/찰현미밥,어묵국,오향장육,흑미밥,김치수제비국,갈치조림
누룽지탕/흑미밥,김치두부국,진미채간장조림,쌀밥/흑미밥/찰현미밥,바지락미역국,콩나물두루치기,산채비빔밥,팽이장국,주꾸미볶음
단호박죽/흑미밥,대구탕,마늘쫑햄볶음,쌀밥/수수밥/찰현미밥,시금치된장국,카레닭찜,흑미밥,감자고추장찌개,언양식바싹불고기
녹두죽/흑미밥,근대국,새우완자전*케찹,쌀밥/흑미밥/찰현미밥,나주곰탕,적어구이&양념장,흑미밥,냉메밀소바,돈육가지두반장볶음
오곡죽/흑미밥,콩나물국,애호박볶음,쌀밥/검정콩밥/찰현미밥,다슬기아욱국,돈사태김치찜,흑미밥,잡채말이어묵국,오리훈제마늘볶음
누룽지탕/흑미밥,버섯국,두부고기조림,쌀밥/흑미밥/찰현미밥,순두부찌개,소불고기,흑미밥,콩가루배추국,아쿠아돈까스
누룽지탕/흑미밥,매운소고기국,건파래볶음,쌀밥/흑미밥/찰현미밥,황태콩나물해장국,시금치프리타타,흑미밥,김치두부국,제육간장불고기
콩죽/흑미밥,꽃게탕,양념깻잎지,쌀밥/기장밥/찰현미밥,우거지국,매콤돼지갈비찜,흑미밥,육개장,가자미엿장구이
누룽지탕/흑미밥,참치김치찌개,우엉채조림,쌀밥/흑미밥/찰현미밥,냉족발야채무침,부추샐러드*오리엔탈,흑미밥,미역국,닭볶음탕
잣죽/흑미밥,떡국,베이컨숙주볶음,쌀밥/찰보리밥/찰현미밥,매운계란파국,마파두부,흑미밥,유부주머니우동국,새우까스*소스
채소죽/흑미밥,감자된장찌개,계란장조림,쌀밥/흑미밥/찰현미밥,옹심이만두국,대패삽겹숙주볶음,흑미밥,부대찌개,꽁치한마리구이
누룽지탕/흑미밥,콩나물해장국,모둠장조림,쌀밥/흑미밥/찰현미밥,아욱된장국,생선까스*소스,흑미밥,얼큰감자국,안동찜닭
흑미두부죽/흑미밥,사골우거지국,고구마순볶음,계란채소볶음밥,짬뽕국,짜장소스,흑미밥,열무된장국,우불고기
누룽지탕/흑미밥,호박된장국,느타리버섯볶음,쌀밥/흑미밥/찰현미밥,홍합살미역국,수육*새우젓*쌈장,흑미밥,동태매운탕,궁중떡볶이
고구마죽/흑미밥,순두부백탕,꽁치김치조림,쌀밥/수수밥/찰현미밥,돈육김치찌개,수완왕갈비맛통닭,충무김밥,우동장국,오징어무침
미역죽/흑미밥,근대국,몽골식돈육볶음,쌀밥/흑미밥/찰현미밥,잔치국수,순대채소볶음,흑미밥,소고기무국,삼치구이
누룽지탕/흑미밥,황태해장국,감자채피망볶음,쌀밥/흑미밥/찰현미밥,배추국,오리고추장불고기,흑미밥,미역국,오징어채소볶음
소고기죽/흑미밥,두부김칫국,새송이조림,쌀밥/귀리밥/찰현미밥,순두부찌개,류산슬,흑미밥,얼갈이된장국,닭간장볶음
누룽지탕/흑미밥,우거지국,콩나물무침,쌀밥/흑미밥/찰현미밥,유부장국,목살찹스테이크,흑미밥,매운닭개장,소고기계란장조림
흑임자죽/흑미밥,고추장찌개,야채소시지전*케찹,쌀밥/흑미밥/찰현미밥,감자수제비국,쇠고기낙지볶음,흑미밥,스팸김치찌개,수제돈까스
게살죽/흑미밥,매운어묵국,깻잎순볶음,쌀밥/병아리콩/찰현미밥,버섯국,비엔나떡조림,흑미밥,콩비지찌개,갈치카레구이
누룽지탕/흑미밥,호박된장국,연두부샐러드,쌀밥/흑미밥/찰현미밥,옹심이만둣국,춘천닭갈비,흑미밥,소고기무국,스팸계란말이
얼큰낙지죽/흑미밥,냉이국,가자미양념찜,쌀밥/수수밥/찰현미밥,매운콩나물국,돈갈비찜,흑미밥,된장찌개,우불고기
누룽지탕/흑미밥,김칫국,취나물볶음,쌀밥/흑미밥/찰현미밥,갈비탕,오향장육,채소라면,김밥,가래떡오븐구이
고구마죽/흑미밥,열무된장국,가지쇠고기볶음,쌀밥/찰보리밥/찰현미밥,북엇국,콩나물파채불고기,흑미밥,홍합탕,건도토리묵파프리카볶음
버섯죽/흑미밥,사골파국,오이생채,쌀밥/흑미밥/찰현미밥,동태탕,닭다리살스테이크,흑미밥,근대국,고등어김치찜
누룽지탕/흑미밥,유부김칫국,베이컨숙주볶음,쌀밥/흑미밥/찰현미밥,떡만두국,오리대패불고기,흑미밥,우거지된장국,닭볶음탕
누룽지탕/흑미밥,북엇국,메추리알곤약조림,쌀밥/흑미밥/찰현미밥,건새우미역국,매운소불고기,흑미밥,된장찌개,고구마치즈구이
홍합죽/흑미밥,아욱국,비엔나브로콜리볶음,단호박카레라이스,통계란꼬치어묵탕,두부강정,흑미밥,콩나물국,돈육김치볶음
오곡죽/흑미밥,바지락살국,토란탕,쌀밥/흑미밥/찰현미밥,꽃게탕,바베큐장각오븐구이,흑미밥,매운순대국밥,고추튀김*장
누룽지탕/흑미밥,순두부백탕,고기완자전*케찹,쌀밥/렌틸콩밥/찰현미밥,우거지된장국,닭살겨자냉채,흑미밥,쇠고기무국,시래기삼치조림
누룽지탕/흑미밥,매운버섯국,취나물볶음,쌀밥/흑미밥/찰현미밥,김칫국,훈제오리볶음,흑미밥,유부주머니된장국,돈사태떡찜
잣죽/흑미밥,맑은감자국,연근땅콩조림,쌀밥/수수밥/찰현미밥,순남시래기국,장어고추장양념구이,흑미밥,배추된장국,닭간장조림
바지락죽/흑미밥,참치김치찌개,스팸구이,쌀밥/흑미밥/찰현미밥,두부된장찌개,츄러스채소맛탕,흑미밥,어묵매운탕,등심돈까스
누룽지탕/흑미밥,들깨무채국,감자맛살볶음,쌀밥/흑미밥/찰현미밥,홍합살무국,돈갈비양념구이,미역국,대패삼겹숙주볶음,연두부계란찜
낙지죽/흑미밥,콩나물국,생깻잎지,쌀밥/흑미밥/찰현미밥,매운쇠고기국,갈릭순살치킨,흑미밥,짬뽕국,해물볶음우동
누룽지탕/흑미밥,순두부계란국,시금치나물,쌀밥/흑미밥/찰현미밥,얼갈이된장국,쭈꾸미삼겹살볶음,흑미밥,닭개장,삼치구이*데리야끼소스
게살죽/흑미밥,냉이바지락국,모둠장조림,쌀밥/찰보리밥/찰현미밥,유부김칫국,치킨까스&소스,우거지국,김말이강정,김치전
누룽지탕/흑미밥,근대국,파래김*양념장,쌀밥/흑미밥/찰현미밥,미역미소시루국,차돌비빔국수,흑미밥,고추장찌개,소불고기
고구마죽/흑미밥,대구지리탕,시래기지짐,쌀밥/,곤드레밥/찰현미밥,된장찌개,흑미밥,부대찌개,샤워크림새우
흑임자죽/흑미밥,어묵국,가지양파나물,쌀밥/흑미밥/찰현미밥,북엇국,춘천닭갈비,흑미밥,아욱국,고르곤졸라피자
누룽지탕/흑미밥,황태해장국,애호박새우젓볶음,쌀밥/흑미밥/찰현미밥,맑은콩나물국,묵은지닭볶음탕,흑미밥,순두부찌개,제육춘장볶음
단호박죽/흑미밥,시금치국,고사리들깨볶음,쌀밥/기장밥/찰현미밥,쇠고기미역국,오삼불고기,애플카레라이스,우동국물,숯불양념꼬치어묵
누룽지탕/흑미밥,바지락무국,참치채소볶음,쌀밥/흑미밥/찰현미밥,삼계탕,고기완자전,흑미밥,사골옹심이만둣국,스태프핫도그
버섯굴죽/흑미밥,된장찌개,비엔나채소볶음,쌀밥/차조밥/찰현미밥,깐풍기,감자채볶음,김주먹밥,잔치국수,쇠고기육전
녹두죽/흑미밥,김칫국,양념깻잎지찜,쌀밥/흑미밥/찰현미밥,건새우아욱국,쇠고기숙주볶음,흑미밥,컵라면&찐계란,순대채소볶음
누룽지탕/흑미밥,꽃게탕,느타리버섯볶음,쌀밥/흑미밥/찰현미밥,돼지김치찌개,당면채소무침,흑미밥,열무된장국,주꾸미채소볶음
잣죽/흑미밥,소고기무국,연근땅콩조림,쌀밥/수수밥/찰현미밥,동태매운탕,대패삼겹살볶음,유부초밥/쌀밥,온모밀국수,돈까스김치나베
누룽지탕/흑미밥,오징어무국,섭산적채소조림,전주비빔밥,바지락냉이국,찰떡떡갈비조림,흑미밥,콩나물국,순살닭강정
팥죽/흑미밥,배추국,돈육마늘장조림,쌀밥/완두콩밥/찰현미밥,홍합국,쇠고기낙지볶음,흑미밥,고기짬뽕국,자반고등어찜
채소죽/흑미밥,호박새우젓국,해물동그랑땡전,쌀밥/흑미밥/찰현미밥,근대된장국,수제탕수육,오뗄햄김밥,김치어묵탕,백종원의사라다빵
누룽지탕/흑미밥,냉이국,시금치나물무침,쌀밥/흑미밥/찰현미밥,아욱된장국,매운족발볶음,흑미밥,닭개장,삼치데리야끼구이
흑임자죽/흑미밥,대구지리탕,브로콜리맛살볶음,쌀밥/귀리밥/찰현미밥,미역국,동파육,채소볶음밥,유부장국,자장소스
누룽지탕/흑미밥,떡국,참치김치볶음,쌀밥/흑미밥/찰현미밥,한방설렁탕,골뱅이채소무침,흑미밥,김칫국,간장마늘치킨
채소죽/흑미밥,우거지국,스팸구이,쌀밥/수수밥/찰현미밥,북엇국,해물돼지갈비찜,흑미밥,꽃게탕,우불고기볶음
오곡죽/흑미밥,바지락무국,버섯볶음,쌀밥/흑미밥/찰현미밥,시금치된장국,안동찜닭,흑미밥,계란파국,퀘사디아
누룽지탕/흑미밥,전주식콩나물국해장국,양념김,쌀밥/흑미밥/찰현미밥,호박된장찌개,오리주물럭,흑미밥,옹심이만둣국,꽁채캔김치조림
바지락죽/흑미밥,사골우거지국,쑥갓나물,쌀밥/찰보리밥/찰현미밥,미소장국,알리오올리오파스타,흑미밥,버섯육개장,몽골식돈육볶음&꽃빵
단호박크림스프/흑미밥,냉이국,호박숙,쌀밥/흑미밥/찰현미밥,순두부찌개,New)요거닭,흑미밥,매운순대국,오징어굴소스볶음
누룽지/흑미밥,맑은감자국,옛날소시지전*케찹,쌀밥/검정콩밥/찰현미밥,얼갈이된장국,쇠고기당면볶음,꼬치어묵매운탕,떡갈비주먹밥/추가밥,채소볶음우동
참치채소죽/흑미밥,닭살해장국,더덕무침,쌀밥/흑미밥/찰현미밥,황태채국,제육고추장불고기,흑미밥,부대찌개,생선까스*타르타르소스
누룽지탕/흑미밥,배추된장국,감자햄볶음,쌀밥/흑미밥/찰현미밥,어묵매운탕,등심돈까스,흑미밥,쇠고기미역국,방어양념장구이
게살채소죽/흑미밥,고추장찌개,토란탕,쌀밥/차조밥/찰현미밥,불낙찌개,코다리강정,흑미밥,청양콩나물국,목살스테이크
녹두죽/흑미밥,아귀지리탕,돈사태찜,쌀밥/흑미밥/찰현미밥,콩비지김치찌개,해물누룽지탕,＜자기,계발의,날＞
누룽지/흑미밥,순두부백탕,건새우무조림,쌀밥/강낭콩밥/찰현미밥,조갯살아욱국,돼지간장불고기,흑미밥,우동국물,치즈닭갈비/계란후라이
콩죽/흑미밥,매생이굴국,베이컨숙주볶음,쌀밥/흑미밥/찰현미밥,팽이된장국,오징어볶음,추가밥,황태국수,돈수육*쌈장
누룽지탕/흑미밥,꽃게탕,호박채볶음,쌀밥/흑미밥/찰현미밥,굴미역국,닭간장조림,흑미밥,동태탕,감자채파프리카볶음
고구마죽/흑미밥,버섯맑은국,연근땅콩조림,쌀밥/찰보리밥/찰현미밥,김치두부국,LA갈비구이,마파두부,홍합짬뽕국,샤워크림새우
잣죽/흑미밥,황태채국,봄동나물,쌀밥/잡곡밥,팽이장국,메밀전병,흑미밥,계란파국,묵은지삼겹살찜
누룽지/흑미밥,사골파국,오이생채,쌀밥/팥밥/찰현미밥,된장찌개,오향장육,흑미밥,맑은콩나물국,이색묵(올방개/클로렐라)*양념장
새알팥죽/흑미밥,시금치고추장국,야채소시지전,쌀밥/흑미밥/찰현미밥,육개장,갈치감자조림,흑미밥,얼갈이된장국,낙지볶음*소면
누룽지탕/흑미밥,아욱국,참치채소볶음,쌀밥/흑미밥/찰현미밥,유부주머니국,삼겹살김치볶음,흑미밥,옹심이감자국,치킨까스*데미소스
홍합죽/흑미밥,순두부찌개,재래김*양념장,쌀밥/기장밥/찰현미밥,우거지국,훈제오리마늘볶음,김치볶음밥,미소된장국,수제등심찹쌀꿔바로우
오곡죽/흑미밥,대구지리,새우완자전*케찹,쌀밥/흑미밥/찰현미밥,호박고추장찌개,만가닥버섯불고기,흑미밥,부대찌개,해물볶음
누룽지/흑미밥,냉이바지락국,양념깻잎지,쌀밥/수수밥/찰현미밥,북엇국,제육고추장불고기,미트볼파스타*추가밥,유부장국,딤섬
소고기채소죽/흑미밥,콩나물해장국,몽골식돈육볶음,쌀밥/흑미밥/찰현미밥,근대국,닭다리살스테이크,흑미밥,컵라면&찐계란,수제오징어튀김
누룽지탕/흑미밥,유부김칫국,브로콜리맛살볶음,쌀밥/흑미밥/찰현미밥,쫄면채소무침,풋고추양파쌈장무침,흑미밥,꼬치어묵매운탕,쇠고기청경채볶음
버섯죽/흑미밥,호박새우젓국,섭산적조림,쌀밥/차조밥/찰현미밥,굴떡국,콩나물파채불고기,고추잡채덮밥,손수제비국,자장소스
단호박죽/흑미밥,황태해장국,매콤사태찜,쌀밥/흑미밥/찰현미밥,해물완자전,가자미무조림,흑미밥,쇠고기무국,오징어떡볶음
누룽지/흑미밥,꽃게된장국,두부양념찜,쌀밥/흑미밥/찰현미밥,문어꽈리고추조림,세발나물무침,흑미밥,순두부백탕*양념장,제육간장불고기
미역소고기죽/흑미밥,들깨무채국,어묵고추장볶음,쌀밥/흑미밥/찰현미밥,동태알탕,수제돈까스&소스,흑미밥,맑은버섯닭개장,참치김치볶음
누룽지탕/흑미밥,콩나물김칫국,고기완자전&케찹,쌀밥/흑미밥/찰현미밥,바지락살무국,오삼불고기,팽이장국,계란후라이,도라지초무침
녹두죽/흑미밥,매생이국,베이컨감자볶음,쌀밥/차조밥/찰현미밥,매운쇠고기샤브샤브,하와이언함박스테이크,흑미밥,아귀매운탕,돈갈비찜
흑임자죽/흑미밥,맑은버섯국,연근호두조림,쌀밥/흑미밥/찰현미밥,건새우아욱국,마파무조림,유부초밥,들깨미역국,페퍼로니치즈피자
누룽지탕/흑미밥,홍합살무국,쪽파숙회,쌀밥/잡곡밥,호박된장국,오리대패불고기,흑미밥,해물까스&타르타르D,느타리버섯볶음
누룽지탕/흑미밥,냉이된장국,비엔나곤약조림,쌀밥/흑미밥/찰현미밥,소고기떡국,봉추찜닭,흑미밥,부대찌개*라면사리,소고기콜라비조림
고구마죽/흑미밥,꽃게탕,유채나물무침,쌀밥/보리밥/찰현미밥,유부된장국,돈육도라지고추장볶음,미니쌀국수,춘권*칠리소스,계란후라이
브로콜리스프/흑미밥,열무된장국,크래미미역줄기볶음,쌀밥/흑미밥/찰현미밥,오리들깨탕,꽁치한마리레몬구이,흑미밥,고기짬뽕국,해물누룽지탕
누룽지탕/흑미밥,사골파국,양념깻잎지,쌀밥/수수밥/찰현미밥,아욱된장국,목살스테이크,흑미밥,고추장찌개,베이컨숙주볶음
영양닭죽/흑미밥,배추된장국,두부동그랑땡,쌀밥/흑미밥/찰현미밥,콩나물맑은국,매운소고기낙지볶음,흑미밥,감자양파국,돈육김치볶음
누룽지탕/흑미밥,호박새우젓국,스팸구이,쌀밥/흑미밥/찰현미밥,미역국,오리대패불고기,흑미밥,옹심이국,쇠고기숙주볶음
채소죽/흑미밥,참치김치찌개,우엉땅콩조림,쌀밥/검정콩밥/찰현미밥,된장찌개,콩나물볶음,흑미밥,맑은버섯국,순대들깨볶음
양송이스프/흑미밥,들깨무채국,매운사태조림,쌀밥/흑미밥/찰현미밥,시금치된장국,돈육두루치기,알리오올리오/추가밥,가쓰오장국,수제치킨까스
누룽지탕/흑미밥,동태탕,건파래볶음,쌀밥/차조밥/찰현미밥,콩나물김칫국,소갈비찜,흑미밥,홍합탕,오삼불고기
낙지죽/흑미밥,황태국,시래기지짐,쌀밥/흑미밥/찰현미밥,뼈없는감자탕,고등어구이*와사비장,흑미밥,순두부백탕,닭볶음탕
누룽지탕/흑미밥,꽃게탕,파래김*달래양념장,쌀밥/흑미밥/찰현미밥,어묵국,춘천닭갈비,흑미밥,배추된장국,낙지미나리볶음
콩죽/흑미밥,근대된장국,토란탕,쌀밥/기장밥/찰현미밥,맑은콩나물국,삼겹살김치찜,흑미밥,북어짬뽕국,만가닥버섯불고기
크루통크림스프/흑미밥,아귀지리,마늘종숙회,쌀밥/흑미밥/찰현미밥,아욱국,수제함박스테이크,김치볶음밥,미니쫄우동*맛살튀김,브로콜리깨소스무침
누룽지탕/흑미밥,떡국,해물땡굴소스볶음,쌀밥/수수밥/찰현미밥,냉이된장국,동파육,흑미밥,쇠고기무국,삼치양념구이
흑임자죽/흑미밥,바지락살국,두부조림,전주비빔밥*약고추장,계란파국,요거닭,흑미밥,수제비국,수제맛쵸킹탕수육
누룽지탕/흑미밥,감자양파국,분홍소세지구이*케찹,쌀밥/흑미밥/찰현미밥,전주식콩나물해장국,돈육간장불고기,흑미밥,열무된장국,장어강정*데리야끼소스
참치죽/흑미밥,홍합탕,애호박새우젓볶음,쌀밥/귀리밥/찰현미밥,들깨미역국,교촌간장치킨,잔치국수,수제고기육전,쑥갓나물
