일자,요일,본사정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,중식계,석식계,조식_밥,조식_국,조식_반찬,점심_밥,점심_국,점심_반찬,저녁_밥,저녁_국,저녁_반찬
2019-03-29,금,2836,239,301,1,0.0,481.0,402.0,야채죽/쌀밥,고추장찌개,도라지나물,쌀밥/잡곡밥,알탕,미니함박조림,쌀밥/잡곡밥,쇠고기샤브국,깐풍기
2019-04-01,월,2822,126,197,611,0.0,1029.0,577.0,누룽지탕/쌀밥,시금치국,김구이,쌀밥/잡곡밥,황태국,소고기숙주볶음,쌀밥/잡곡밥,감자국,새송이너비아니구이
2019-04-02,화,2822,67,253,514,0.0,855.0,491.0,고구마죽/쌀밥,달래된장찌개,진미채무침,쌀밥/잡곡밥,연두부탕,오징어볶음,목살필라프,꼬지어묵국,탕수육
2019-04-03,수,2822,59,283,0,0.0,790.0,411.0,누룽지탕/쌀밥,만두국,땅콩조림,곤드레밥*강된장,들깨시래기국,순대볶음,쌀밥/잡곡밥,부대찌개,돈육장조림
2019-04-04,목,2822,60,288,429,0.0,745.0,462.0,흑임자죽/쌀밥,호박젓국찌개,마늘쫑볶음,쌀밥/잡곡밥,돈육김치찌개,안동찜닭,쌀밥/잡곡밥,뼈감자탕,해물까스*와사비소스
2019-04-05,금,2822,185,303,1,0.0,575.0,436.0,야채죽/쌀밥,소고기무국,김치도토리묵무침,쌀밥/잡곡밥,조랭이떡미역국,짬뽕불고기,쌀밥/잡곡밥,청국장찌개,류산슬
2019-04-08,월,2822,104,222,592,0.0,1105.0,607.0,누룽지탕/쌀밥,북어국,멸치볶음,쌀밥/잡곡밥,된장찌개,유자청돈육볶음,쌀밥/잡곡밥,김치두부국,닭갈비
2019-04-09,화,2822,69,239,578,0.0,876.0,590.0,팥죽/쌀밥,미역국,쑥갓두부무침,쌀밥/잡곡밥,순두부찌개,주꾸미볶음,참치회덮밥,미소장국,또띠아피자
2019-04-10,수,2822,64,245,0,0.0,789.0,350.0,누룽지탕/쌀밥,피바지락국,미역줄기볶음,나물비빔밥,가쯔오장국,오징어튀김,쌀밥/잡곡밥,육개장,꽁치구이*와사비장
2019-04-11,목,2822,52,248,434,0.0,845.0,524.0,김치죽/쌀밥,근대국,김자반,쌀밥/잡곡밥,콩나물국,수제돈까스,베이컨김치볶음밥,새우튀김우동,찐만두
2019-04-12,금,2822,155,288,0,0.0,553.0,435.0,홍게살죽/쌀밥,대구매운탕,꽈리고추찜,쌀밥/잡곡밥,아욱국,닭오븐구이,쌀밥/잡곡밥,배추된장국,돈육강정
2019-04-15,월,2822,113,178,609,0.0,1184.0,647.0,누룽지탕/쌀밥,오징어국,땅콩아몬드조림,쌀밥/잡곡밥,매운어묵국,버섯불고기,쌀밥/잡곡밥,차돌박이찌개,가자미카레튀김
2019-04-16,화,2822,54,234,552,0.0,905.0,607.0,견과류죽/쌀밥,김치콩나물국,두부양념조림,쌀밥/잡곡밥,열무된장국,닭볶음탕,토마토스파게티(작은밥),크림스프,미니햄버거
2019-04-17,수,2822,57,263,0,0.0,910.0,472.0,누룽지탕/쌀밥,꽃게탕,김잔파무침,쌀밥/잡곡밥,떡국,오징어볶음,쌀밥/잡곡밥,콩비지찌개,간장마늘치킨
2019-04-18,목,2822,76,281,458,0.0,767.0,528.0,녹두죽/쌀밥,재첩국,호박나물,쌀밥/잡곡밥,매운버섯국,미트볼케찹조림,김밥볶음밥,짬뽕,크림새우
2019-04-19,금,2822,230,294,1,0.0,683.0,412.0,해물죽/쌀밥,무채국,시금치나물,짜장덮밥,맑은국,사천식탕수육,쌀밥/잡곡밥,고추장찌개,돈육굴소스볶음
2019-04-22,월,2822,109,253,533,0.0,1094.0,494.0,누룽지탕/쌀밥,북어해장국,두반장가지볶음,쌀밥/잡곡밥,들깨시래기국,유자청돈육볶음,쌀밥/잡곡밥,콩가루배추국,닭데리야끼조림
2019-04-23,화,2822,60,272,576,0.0,886.0,567.0,새우살죽/쌀밥,맑은순두부국,검정콩조림,쌀밥/잡곡밥,된장찌개,쇠고기장조림,쌀밥/잡곡밥,수제비국,고등어구이
2019-04-25,목,2822,85,294,452,0.0,702.0,500.0,흑임자죽/쌀밥,감자국,아삭고추된장무침,쌀밥/잡곡밥,두부김치국,해물누룽지탕,파인애플볶음밥,유부주머니국,새우까스*와사비소스
2019-04-26,금,2822,215,297,0,0.0,572.0,392.0,야채죽/쌀밥,닭곰탕,도토리묵*장,쌀밥/잡곡밥,미역국,돈육간장강정,쌀밥/잡곡밥,시금치국,유린기
2019-04-29,월,2822,152,252,544,0.0,1207.0,564.0,누룽지탕/쌀밥,건새우아욱국,김구이,쌀밥/잡곡밥,김치콩나물국,버섯불고기,쌀밥/잡곡밥,매운소고기무국,삼치구이
2019-04-30,화,2822,152,298,290,0.0,714.0,430.0,참치죽/쌀밥,꽃게탕,시래기조림,쌀밥/잡곡밥,소고기샤브국,오징어볶음,김밥,잔치국수,야채튀김
2019-05-02,목,2825,247,303,384,0.0,758.0,423.0,잣죽/쌀밥,호박젓국찌개,멸치볶음,쌀밥/잡곡밥,해물된장찌개,안동찜닭,삼겹살볶음밥,미소장국,볶음우동
2019-05-03,금,2825,348,276,1,0.0,654.0,420.0,팥죽/쌀밥,조랭이떡국,두부쑥갓무침,쌀밥/잡곡밥,순두부찌개,미니채소떡갈비,쌀밥/잡곡밥,황태국,돈육피망볶음
2019-05-07,화,2825,135,271,606,0.0,1221.0,590.0,누룽지탕/쌀밥,미역국,명엽채무침,쌀밥/잡곡밥,어묵국,훈제오리구이,쌀밥/잡곡밥,콩나물국,닭갈비
2019-05-08,수,2825,81,296,0,0.0,881.0,423.0,양송이죽/쌀밥,소고기무국,브로컬리들깨찜,콩나물밥,가쯔오장국,치킨핑거/요거트D,쌀밥/잡곡밥,육개장,굴비구이
2019-05-09,목,2825,92,286,538,0.0,958.0,531.0,누룽지탕/쌀밥,김치두부국,문어꽈리초조림,쌀밥/잡곡밥,근대국,보쌈,잡채밥/짜장소스,맑은국,소고기퀘사디아
2019-05-10,금,2825,166,302,0,0.0,607.0,438.0,단호박죽/쌀밥,고추장찌개,가지나물,쌀밥/잡곡밥,참치김치찌개,소고기장조림,쌀밥/잡곡밥,열무된장국,레몬탕수육
2019-05-13,월,2825,119,231,599,0.0,1111.0,507.0,누룽지탕/쌀밥,황태국,시금치나물,쌀밥/잡곡밥,아욱국,제육볶음,쌀밥/잡곡밥,부대찌개,고등어자반찜
2019-05-14,화,2825,76,256,601,0.0,907.0,587.0,야채죽/쌀밥,감자국,느타리볶음,쌀밥/잡곡밥,차돌된장찌개,해물청경채볶음,멸치주먹밥,김치우동,고구마치즈구이
2019-05-15,수,2825,69,284,0,0.0,888.0,368.0,누룽지탕/쌀밥,오징어국,김구이,산채비빔밥,가쯔오장국,치킨너겟*머스타드,쌀밥/잡곡밥,시래기국,버섯불고기
2019-05-16,목,2825,72,283,482,0.0,790.0,521.0,녹두죽/쌀밥,배추된장국,멸치볶음,쌀밥/잡곡밥,연두부탕,돼지갈비찜,닭갈비볶음밥,쌀국수,해물까스*와사비소스
2019-05-17,금,2825,224,291,1,0.0,408.0,362.0,쇠고기죽/쌀밥,콩나물국,쥐포무침,쌀밥/잡곡밥,버섯매운탕,탕수어,쌀밥/잡곡밥,닭개장,미니함박조림
2019-05-20,월,2825,100,223,602,0.0,1174.0,516.0,누룽지탕/쌀밥,무채국,김자반,쌀밥/잡곡밥,된장찌개,소고기숙주나물볶음,쌀밥/잡곡밥,떡국,고추잡채*꽃빵
2019-05-21,화,2825,64,279,563,0.0,844.0,567.0,흑임자죽/쌀밥,동태탕,애호박나물,쌀밥/잡곡밥,해물순두부찌개,수원왕갈비통닭,충무김밥,미니국수,오징어초무침
2019-05-22,수,2825,60,272,0,0.0,831.0,405.0,누룽지탕/쌀밥,근대국,머위대나물,쌀밥/잡곡밥,꽃게탕,새송이떡갈비구이,쌀밥/잡곡밥,버섯들깨탕,과일탕수육
2019-05-23,목,2825,61,302,447,0.0,658.0,509.0,잣죽/쌀밥,미역국,오징어젓갈무침,쌀밥/잡곡밥,소고기국,가자미튀김,해물굴소스볶음밥,스프,토마토스파게티
2019-05-24,금,2825,193,307,0,0.0,508.0,328.0,고구마죽/쌀밥,어묵탕,감자조림,낙지비빔밥,콩나물국,부추전,쌀밥/잡곡밥,고추장찌개,두부커틀릿
2019-05-27,월,2825,86,212,644,0.0,1219.0,550.0,누룽지탕/쌀밥,들깨시래기국,김가루잔파무침,쌀밥/잡곡밥,북어국,돈육콩나물불고기,쌀밥/잡곡밥,두부김치국,소고기장조림
2019-05-28,화,2825,54,229,632,0.0,931.0,590.0,땅콩죽/쌀밥,호박젓국찌개,두부쑥갓무침,쌀밥/잡곡밥,오징어국,안동찜닭,유부초밥,가쯔오장국,야채쫄면
2019-05-30,목,2825,73,258,517,0.0,836.0,527.0,누룽지탕/쌀밥,맑은만두국,깻순나물,쌀밥/잡곡밥,육개장,고등어구이,쇠고기숙주규동덮밥,미소장국,파스타샐러드
2019-05-31,금,2825,179,291,0,0.0,640.0,378.0,해물죽/쌀밥,감자국,꽈리고추찜,봄나물비빔밥,맑은국,함박스테이크,쌀밥/잡곡밥,무청된장국,닭갈비
2019-06-03,월,2758,87,225,702,0.0,1221.0,572.0,누룽지탕/쌀밥,황태국,진미채무침,쌀밥/잡곡밥,콩나물국,짬뽕불고기,쌀밥/잡곡밥,순두부찌개,삼치튀김*데리소스
2019-06-04,화,2758,65,251,592,0.0,962.0,486.0,새우살죽/쌀밥,미역국,아삭고추무침,쌀밥/잡곡밥,아욱국,등갈비김치찜,참치주먹밥,우동,닭오븐구이
2019-06-05,수,2758,144,247,0,0.0,761.0,502.0,누룽지탕/쌀밥,대구매운탕,어묵볶음,곤드레밥*양념장,맑은국,코다리조림,쌀밥/잡곡밥,된장찌개,동파삼겹수육
2019-06-07,금,2758,890,219,3,0.0,389.0,244.0,야채죽/쌀밥,무채국,멸치볶음,쌀밥/잡곡밥,고추장찌개,언양식불고기,쌀밥/잡곡밥,두부김치국,닭강정
2019-06-10,월,2758,114,236,673,0.0,1232.0,568.0,누룽지탕/쌀밥,연두부탕,명엽채무침,쌀밥/잡곡밥,매운어묵국,소불고기,쌀밥/잡곡밥,얼갈이된장국,삼겹살구이
2019-06-11,화,2758,55,267,624,0.0,804.0,555.0,고구마죽/쌀밥,시금치국,가지나물,쌀밥/잡곡밥,부대찌개,오징어볶음,김밥볶음밥,초계국수,떡볶이
2019-06-12,수,2758,60,278,0,0.0,876.0,359.0,누룽지탕/쌀밥,오징어국,김자반,김치제육덮밥,맑은국,사과고구마그라탕,쌀밥/잡곡밥,매운버섯국,갈치구이
2019-06-13,목,2758,65,288,507,0.0,679.0,520.0,잣죽/쌀밥,근대국,문어꽈리초조림,쌀밥/잡곡밥,옹심이만두국,닭볶음탕,오므라이스,가쯔오장국,훈제오리냉채
2019-06-14,금,2758,193,295,4,0.0,538.0,373.0,팥죽/쌀밥,우거지해장국,열무나물,쌀밥/잡곡밥,오이냉국,사천식탕수육,쌀밥/잡곡밥,동태탕,미트볼케찹조림
2019-06-17,월,2758,95,240,640,0.0,1099.0,534.0,누룽지탕/쌀밥,들깨미역국,진미채볶음,쌀밥/잡곡밥,열무된장국,돼지고기유자청볶음,쌀밥/잡곡밥,콩나물김치국,류산슬
2019-06-18,화,2758,65,264,558,0.0,853.0,491.0,닭죽/쌀밥,꽃게탕,시금치나물,쌀밥/잡곡밥,북어해장국,매운돼지갈비찜,베이컨볶음밥,유부장국,토마토스파게티
2019-06-19,수,2758,78,260,0,0.0,882.0,420.0,누룽지탕/쌀밥,해물순두부찌개,멸치볶음,짜장덮밥,맑은국,깐풍기,쌀밥/잡곡밥,된장찌개,닭갈비
2019-06-20,목,2758,90,291,444,0.0,625.0,419.0,호박죽/쌀밥,민물새우찌개,감자채볶음,쌀밥/잡곡밥,감자국,주꾸미볶음,쌀밥/잡곡밥,뼈감자탕,유린기
2019-06-21,금,2758,188,294,0,0.0,505.0,381.0,야채죽/쌀밥,차돌박이찌개,비름나물,쌀밥/잡곡밥,청국장찌개,소고기장조림,쌀밥/잡곡밥,쇠고기샤브국,미니야채떡갈비
2019-06-24,월,2758,101,213,692,0.0,1105.0,540.0,누룽지탕/쌀밥,시래기국,김구이,쌀밥/잡곡밥,어묵국,소불고기,쌀밥/잡곡밥,소고기매운무국,오징어굴소스볶음
2019-06-25,화,2758,67,265,573,0.0,775.0,472.0,흑임자죽/쌀밥,콩나물국,무나물,쌀밥/잡곡밥,참치김치찌개,돈육장조림,중국식볶음밥,짬뽕,고추잡채*꽃빵
2019-06-27,목,2758,85,280,478,0.0,808.0,501.0,녹두죽/쌀밥,오징어국,참나물생채,쌀밥/잡곡밥,소고기미역국,양념치킨,빠에야,올챙이만두국,소고기퀘사디아
2019-06-28,금,2758,229,288,2,0.0,535.0,373.0,소고기죽/쌀밥,감자고추장찌개,우엉조림,콩나물밥*양념장,팽이장국,치킨핑거*요거트드레싱,쌀밥/잡곡밥,아욱국,돈육강정
2019-07-01,월,2760,115,218,512,0.0,1175.0,512.0,누룽지탕/쌀밥,두부젓국찌개,느타리볶음,쌀밥/잡곡밥,순두부찌개,치즈함박스테이크,쌀밥/잡곡밥,차돌된장찌개,고등어구이
2019-07-02,화,2760,87,237,490,0.0,787.0,504.0,호박죽/쌀밥,무채국,건새우마늘쫑볶음,쌀밥/잡곡밥,사과오이냉국,쇠고기낙지볶음,꼬마김밥*겨자장,우동,생선까스*탈탈소스
2019-07-03,수,2760,82,265,0,0.0,910.0,324.0,누룽지탕/쌀밥,꽃게탕,진미채무침,마파두부덮밥,맑은국,치킨너겟,쌀밥/잡곡밥,근대국,돈육간장볶음
2019-07-04,목,2760,95,309,434,0.0,699.0,565.0,잣죽/쌀밥,콩나물국,미역줄기볶음,쌀밥/잡곡밥,열무된장국,짬뽕불고기,베이컨김치볶음밥,냉모밀국수,해물부추전
2019-07-05,금,2760,210,289,0,0.0,546.0,371.0,해물죽/쌀밥,황태국,호박채나물,쌀밥/잡곡밥,김치두부국,훈제오리구이,쌀밥/잡곡밥,배추된장국,레몬탕수육
2019-07-08,월,2760,155,277,536,0.0,985.0,465.0,누룽지탕/쌀밥,쇠고기무국,김잔파무침,쌀밥/잡곡밥,오징어국,버섯불고기,쌀밥/잡곡밥,콩나물국,해물누룽지탕
2019-07-09,화,2760,75,275,466,0.0,861.0,472.0,표고버섯죽/쌀밥,고추장찌개,시금치나물,쌀밥/잡곡밥,시래기국,닭볶음탕,멸치주먹밥,잔치국수,케이준샐러드
2019-07-10,수,2760,123,286,0,0.0,862.0,326.0,누룽지탕/쌀밥,동태탕,브로컬리초장,열무보리비빔밥,가쯔오장국,깐풍육,쌀밥/잡곡밥,육개장,가자미튀김
2019-07-11,목,2760,102,301,371,0.0,730.0,475.0,새우살죽/쌀밥,감자국,멸치아몬드볶음,쌀밥/잡곡밥,근대국,삼겹보쌈,쌀밥/잡곡밥,들깨미역국,언양식불고기
2019-07-12,금,2760,244,306,0,0.0,856.0,385.0,견과류죽/쌀밥,매운버섯국,깻순나물,<초복특식>,삼계탕,찹쌀밥,쌀밥/잡곡밥,된장찌개,소고기장조림
2019-07-15,월,2760,144,232,396,0.0,1127.0,453.0,누룽지탕/쌀밥,무채국,김자반,쌀밥/잡곡밥,차돌박이찌개,돈육굴소스볶음,쌀밥/잡곡밥,시래기들개탕,오징어볶음*소면
2019-07-16,화,2760,100,227,426,0.0,952.0,477.0,야채죽/쌀밥,조랭이떡국,가지나물,쌀밥/잡곡밥,북어계란국,닭갈비,유부초밥,콩국수,떡볶이
2019-07-17,수,2760,96,259,0,0.0,814.0,274.0,누룽지탕/쌀밥,연두부탕,명엽채무침,산채비빔밥,미소장국,야채튀김,쌀밥/잡곡밥,두부김치국,돼지고기장조림
2019-07-18,목,2760,113,274,310,0.0,734.0,455.0,녹두죽/쌀밥,열무된장국,영양부추생채,쌀밥/잡곡밥,돈육김치찌개,미니채소떡갈비,쌀밥/잡곡밥,브로컬리크림스프,옛날왕돈가스
2019-07-19,금,2760,236,291,0,0.0,538.0,367.0,흑임자죽/쌀밥,콩나물국,연근조림,쌀밥/잡곡밥,소고기무국,갈치구이,쌀밥/잡곡밥,꽃게탕,안동찜닭
2019-07-22,월,2760,223,218,438,0.0,1013.0,503.0,누룽지탕/쌀밥,호박젓국찌개,김잔파무침,쌀밥/잡곡밥,매운어묵국,소고기숙주볶음,쌀밥/잡곡밥,얼갈이국,오리불고기
2019-07-23,화,2760,206,246,449,0.0,855.0,516.0,닭죽/쌀밥,감자국,동전문어조림,쌀밥/잡곡밥,시금치된장국,등갈비김치찜,김밥,맑은국,해물볶음우동
2019-07-24,수,2760,224,252,0,0.0,744.0,322.0,누룽지탕/쌀밥,시래기국,감자조림,카레라이스,가쯔오국,갈비통통만두,쌀밥/잡곡밥,된장찌개,대패삼겹*파채
2019-07-25,목,2760,276,279,347,0.0,668.0,370.0,해물죽/쌀밥,올챙이만두국,어묵볶음,쌀밥/잡곡밥,매운소고기국,유린기,파인애플볶음밥,유부주머니국,사천식탕수육
2019-07-26,금,2760,396,280,1,0.0,462.0,336.0,잣죽/쌀밥,쇠고기샤브국,애호박나물,쌀밥/잡곡밥,우묵냉국,고구마함박스테이크,쌀밥/잡곡밥,맑은연두부탕,돈육매콤조림
2019-07-29,월,2760,475,183,424,0.0,898.0,431.0,누룽지탕/쌀밥,북어해장국,진미채무침,쌀밥/잡곡밥,시금치국,유자청제육볶음,쌀밥/잡곡밥,무채국,버섯불고기
2019-07-30,화,2760,434,213,382,0.0,745.0,457.0,흑임자죽/쌀밥,두부김치국,깻순나물,쌀밥/잡곡밥,사과오이냉국,장어강정,김치볶음밥,유부장국,탄두리치킨
2019-08-01,목,3305,546,219,285,0.0,648.0,463.0,표고버섯죽/쌀밥,민물새우찌개,노각무침,쌀밥/잡곡밥,아욱국,닭볶음탕,참치주먹밥,열무물국수,돈육강정
2019-08-02,금,3305,687,237,2,0.0,440.0,274.0,홍게살죽/쌀밥,우거지해장국,땅콩조림,쌀밥/잡곡밥,고추장찌개,미트볼케찹조림,쌀밥/잡곡밥,매운버섯국,고등어구이
2019-08-05,월,3305,462,183,392,0.0,936.0,445.0,누룽지탕/쌀밥,조랭이떡국,아삭고추무침,쌀밥/잡곡밥,콩나물국,닭갈비,쌀밥/잡곡밥,육개장,꽁치오븐구이
2019-08-06,화,3305,427,203,392,0.0,798.0,513.0,녹두죽/쌀밥,감자국,김잔파무침,쌀밥/잡곡밥,도토리묵냉국,짬뽕불고기,해물굴소스볶음밥,미소장국,로제파스타
2019-08-07,수,3305,421,233,1,0.0,841.0,304.0,누룽지탕/쌀밥,새우살미역국,느타리볶음,짜장덮밥,맑은국,고추잡채*꽃빵,쌀밥/잡곡밥,콩가루배추국,돈육장조림
2019-08-08,목,3305,430,254,364,0.0,781.0,482.0,호박죽/쌀밥,연두부국,가지나물,쌀밥/잡곡밥,아욱국,돼지갈비찜,야채볶음밥,김치말이국수,닭오븐구이
2019-08-09,금,3305,496,261,3,0.0,641.0,401.0,김치죽/쌀밥,쇠고기무국,쥐포무침,쌀밥/잡곡밥,차돌된장찌개,주꾸미볶음,쌀밥/잡곡밥,얼갈이국,등뼈김치찜
2019-08-12,월,3305,394,208,424,0.0,1073.0,527.0,누룽지탕/쌀밥,두부김치국,오이맛살냉채,쌀밥/잡곡밥,된장찌개,소고기숙주볶음,쌀밥/잡곡밥,북어해장국,양념치킨
2019-08-13,화,3305,345,254,411,0.0,813.0,519.0,팥죽/쌀밥,무채국,고구마줄기볶음,쌀밥/잡곡밥,꽃게탕,언양식불고기,제육김치덮밥,유부장국,까르보나라떡볶이
2019-08-14,수,3305,430,246,2,0.0,713.0,421.0,누룽지탕/쌀밥,동태탕,소시지감자볶음,콩나물밥,올챙이만두국,유린기,쌀밥/잡곡밥,사과오이냉국,오징어볶음*소면
2019-08-16,금,3305,1026,208,7,0.0,466.0,313.0,해물죽/쌀밥,근대국,볼어묵볶음,쌀밥/잡곡밥,닭개장,쇠고기장조림,쌀밥/잡곡밥,해물짬뽕국,돈육굴소스볶음
2019-08-19,월,3305,264,212,569,0.0,1249.0,530.0,누룽지탕/쌀밥,오징어국,김자반,쌀밥/잡곡밥,시래기국,유자청제육볶음,쌀밥/잡곡밥,콩나물김치국,안동찜닭
2019-08-20,화,3305,205,255,534,0.0,955.0,534.0,흑임자죽/쌀밥,호박새우젓국,연근조림,쌀밥/잡곡밥,소고기미역국,닭강정,유부초밥,냉모밀국수,해물까스*칠리소스
2019-08-21,수,3305,214,265,0,0.0,923.0,423.0,누룽지탕/쌀밥,만두국,두부쑥갓무침,산채비빔밥,미소장국,오징어튀김,쌀밥/잡곡밥,북어해장국,소고기낙지볶음
2019-08-22,목,3305,178,275,468,0.0,880.0,514.0,야채죽/쌀밥,연두부찌개,마늘쫑볶음,쌀밥/잡곡밥,닭곰탕,류산슬,목살필라프,꼬지어묵국,탕수육
2019-08-23,금,3305,268,295,2,0.0,599.0,393.0,잣죽/쌀밥,된장찌개,실곤약흑임자무침,쌀밥/잡곡밥,돈육김치찌개,미니채소떡갈비,쌀밥/잡곡밥,건새우아욱된장국,동파삼겹수육
2019-08-26,월,3305,162,230,596,0.0,1221.0,547.0,누룽지탕/쌀밥,감자국,명엽채무침,쌀밥/잡곡밥,꽃게탕,함박스테이크,쌀밥/잡곡밥,매운버섯국,돈육간장볶음
2019-08-27,화,3305,118,266,550,0.0,921.0,516.0,김치죽/쌀밥,어묵국,꽈리고추찜,쌀밥/잡곡밥,고추장찌개,버섯불고기,베이컨김치볶음밥,새우튀김우동,찹쌀순대볶음
2019-08-29,목,3305,132,289,435,0.0,845.0,550.0,새우살야채죽/쌀밥,황태해장국,오이사과무침,쌀밥/잡곡밥,배추된장국,훈제오리구이,오므라이스,가쯔오장국,소고기퀘사디아
2019-08-30,금,3305,253,305,1,0.0,575.0,385.0,녹두죽/쌀밥,대구매운탕,느타리볶음,쌀밥/잡곡밥,부대찌개,굴비구이,쌀밥/잡곡밥,들깨버섯국,마늘치킨
2019-09-02,월,3111,137,213,564,0.0,1363.0,609.0,누룽지탕/쌀밥,조랭이떡미역국,동전쥐포무침,쌀밥/잡곡밥,들깨시락국,돈육김치볶음,쌀밥/잡곡밥,콩나물국,파닭
2019-09-03,화,3111,103,254,460,0.0,944.0,573.0,땅콩죽/쌀밥,두부김치국,김잔파무침,쌀밥/잡곡밥,차돌박이찌개,소고기장조림,빠에야,쌀국수,치킨샐러드
2019-09-04,수,3111,102,270,0,0.0,769.0,412.0,누룽지탕/쌀밥,시래기국,감자채볶음,단호박영양밥,유부장국,새송이너비아니구이,쌀밥/잡곡밥,참치김치찌개,돈육강정
2019-09-05,목,3111,118,292,391,0.0,778.0,557.0,야채죽/쌀밥,오징어국,가지나물,쌀밥/잡곡밥,토란국,매운돼지갈비찜,김밥,김치어묵국,야채튀김
